movie_id,title,url_poster,rating,link_film,release_date,overview
93,Banana Fish (2018),https://image.tmdb.org/t/p/w185/d2TW5Rtd0uCasHlQygsDfWCROl2.jpg,8.581999778747559,https://tv9.idlix.asia/tvseries/banana-fish-2018/,2018-07-06,
94,The Last Redemption (2024),https://image.tmdb.org/t/p/w185/xyKdcbzqX8pG17S4cLKURHlNlvN.jpg,3.5999999046325684,https://tv9.idlix.asia/movie/the-last-redemption-2024/,2024-09-20,
95,Hunting With Tigers (2024),https://image.tmdb.org/t/p/w185/80Fpd8a5BibX3kAD5lpZhCKqSyV.jpg,0,https://tv9.idlix.asia/movie/hunting-with-tigers-2024/,2024-11-22,
96,Aftermath (2024),https://image.tmdb.org/t/p/w185/gEHIVyJB9VWLF3cuJOpYjJjegd1.jpg,5,https://tv9.idlix.asia/movie/aftermath-2024/,2024-09-27,
97,The Green Hornet (2011),https://image.tmdb.org/t/p/w185/1YrRviphr3eXPus9iHyQX56QgIE.jpg,5.800000190734863,https://tv9.idlix.asia/movie/the-green-hornet-2011/,2011-01-12,
98,The Taking of Pelham 1 2 3 (2009),https://image.tmdb.org/t/p/w185/bNbyjzhzJVadpWIQPb57ddWWdWI.jpg,6.400000095367432,https://tv9.idlix.asia/movie/the-taking-of-pelham-1-2-3-2009/,2009-06-10,
99,Armor (2024),https://image.tmdb.org/t/p/w185/pnXLFioDeftqjlCVlRmXvIdMsdP.jpg,4.699999809265137,https://tv9.idlix.asia/movie/armor-2024/,2024-10-30,
100,GTMAX (2024),https://image.tmdb.org/t/p/w185/bx92hl70NUhojjO3eV6LqKllj4L.jpg,0,https://tv9.idlix.asia/movie/gtmax-2024/,2024-11-19,
101,Pimpinero: Blood and Oil (2024),https://image.tmdb.org/t/p/w185/ouCgGNEC7zOIreWIt3ivgzI8XGf.jpg,6.800000190734863,https://tv9.idlix.asia/movie/pimpinero-blood-and-oil-2024/,2024-10-10,
102,For the Emperor (2014),https://image.tmdb.org/t/p/w185/4s6I2Owpqu9oQ6YagJXQTrdFWCF.jpg,5.699999809265137,https://tv9.idlix.asia/movie/for-the-emperor-2014/,2014-06-11,
103,Absolution (2024),https://image.tmdb.org/t/p/w185/cNtAslrDhk1i3IOZ16vF7df6lMy.jpg,5.300000190734863,https://tv9.idlix.asia/movie/absolution-2024/,2024-10-31,
104,Elyas (2024),https://image.tmdb.org/t/p/w185/dB6ojZkXfk6JFYaqZTTDUK8wj9O.jpg,5.900000095367432,https://tv9.idlix.asia/movie/elyas-2024/,2024-07-03,
105,The Mob (2023),https://image.tmdb.org/t/p/w185/9kcQMi948S0K1GyertJP4uhPPei.jpg,5,https://tv9.idlix.asia/movie/the-mob-2023/,2023-01-19,
106,"I, The Executioner (2024)",https://image.tmdb.org/t/p/w185/fHqMahBdaGRHRJbGaNFkmDT8Crq.jpg,6.699999809265137,https://tv9.idlix.asia/movie/i-the-executioner-2024/,2024-09-13,
